,id,compendiumUrl,numPages,curatorApiUrl,GENERIC,SAMPLEID,MISSION,STATION,LANDMARK,BAGNUMBER,ORIGINALWEIGHT,SAMPLETYPE,SAMPLESUBTYPE,PRISTINITY,PRISTINITYDATE,HASTHINSECTION,HASDISPLAYSAMPLE,DISPLAYSAMPLENUMBER,GENERICDESCRIPTION
146,15675,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15675.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15675,15675,393,Apollo 15,9A,HADLEY RILLE,SCB 7 282,34.5,Basalt,Olivine,83.212,"February, 13 2014 00:00:00",True,,,F.G. ol-norm
147,15676,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15676.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15676,15676,394,Apollo 15,9A,HADLEY RILLE,SCB 7 282,25.3,Basalt,Olivine,70.557,"February, 13 2014 00:00:00",True,,,V.F.G matrix with few 1 mm ol phenocyrsts. ol-norm
148,15678,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15678.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15678,15678,396,Apollo 15,9A,HADLEY RILLE,SCB 7 282,7.5,Basalt,Olivine,90.4,"March, 30 2012 00:00:00",True,,,F.G. ol-norm
149,15682,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15682.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15682,15682,400,Apollo 15,9A,HADLEY RILLE,SCB 7 282,50.6,Basalt,Pigeonite,90.01,"March, 30 2012 00:00:00",True,,,"Porphyritic pigeonite QNB, spherulitic qz-norm"
150,15683,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15683.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15683,15683,401,Apollo 15,9A,HADLEY RILLE,SCB 7 282,22.0,Basalt,Olivine,72.168,"February, 13 2014 00:00:00",True,,,F.G. ol-norm
151,15695,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15695.pdf,2,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15695,15695,408,Apollo 15,9A,HADLEY RILLE,SCB 7 283,10.7,Basalt,Olivine,100.0,"August, 15 2007 00:00:00",False,,,M.G. ol-norm
152,15696,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15696.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15696,15696,409,Apollo 15,9A,HADLEY RILLE,SCB 7 283,12.8,Basalt,Olivine,100.0,"August, 15 2007 00:00:00",False,,,M.G. ol-norm
153,15697,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15697.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15697,15697,410,Apollo 15,9A,HADLEY RILLE,SCB 7 283,4.1,Basalt,Olivine,100.0,"August, 15 2007 00:00:00",False,,,F.G. ol-norm
154,60639,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/60639.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/60639,60639,476,Apollo 16,10,,,175.1,Breccia,Fragmental,97.171,"October, 29 2014 00:00:00",True,,,polymict
155,61224,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/61224.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/61224,61224,510,Apollo 16,,,,0.0,Soil,4-10mm,89.603,"March, 02 2015 00:00:00",True,,,
156,63549,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/63549.pdf,4,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/63549,63549,583,Apollo 16,13,,,26.57,Breccia,Impact Melt,65.205,"December, 10 2013 00:00:00",True,,,Basaltic
157,64817,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/64817.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/64817,64817,659,Apollo 16,4,,,8.98,Breccia,Impact Melt,82.773,"September, 25 2013 00:00:00",True,,,Basaltic
158,65055,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/65055.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/65055,65055,673,Apollo 16,5,,,500.8,Breccia,Impact Melt,95.772,"September, 19 2014 00:00:00",True,,,Basaltic
159,65795,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/65795.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/65795,65795,784,Apollo 16,5,,,6.84,Breccia,Impact Melt,71.754,"September, 25 2013 00:00:00",True,,,Basaltic
160,67559,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/67559.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/67559,67559,853,Apollo 16,11,,,32.9,Breccia,Impact Melt,66.072,"September, 19 2014 00:00:00",True,,,Basaltic
161,67747,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/67747.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/67747,67747,926,Apollo 16,11,,,6.3,Breccia,Impact Melt,75.746,"September, 19 2014 00:00:00",True,,,Basaltic
162,67948,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/67948.pdf,1,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/67948,67948,949,Apollo 16,11,,,1.59,Breccia,Impact Melt,24.717,"November, 18 2013 00:00:00",True,,,Basaltic
163,70017,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/70017.pdf,11,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/70017,70017,,Apollo 17,LM,,BSLSS,2957.0,Basalt,Ilmenite,79.515,"March, 11 2015 00:00:00",True,True,"70017,138","U or B, medium-grained, vesicular, hypidiomorphic granular"
164,70035,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/70035.pdf,9,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/70035,70035,,Apollo 17,SEP,,SCB 2,5765.0,Basalt,Ilmenite,78.213,"December, 03 2014 00:00:00",True,True,"70035,57; 70035,18; 70035,69; 70035,40; 70035,59","U, medium-grained, vesicular, hypidiomorphic granular"
165,70075,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/70075.pdf,4,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/70075,70075,999,Apollo 17,,,BSLSS/108,5.64,Basalt,Ilmenite,77.766,"March, 30 2012 00:00:00",True,,,"A, fine-grained, microporphyritic, vitrophyre"
166,70135,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/70135.pdf,10,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/70135,70135,,Apollo 17,ALSEP,,SCB 2/10E,446.3,Basalt,Ilmenite,84.648,"November, 26 2014 00:00:00",True,,,"A, medium-grained, vesicular, hypidiomorphic granular"
167,70139,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/70139.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/70139,70139,,Apollo 17,ALSEP,,SCB 2/10E,3.16,Basalt,Ilmenite,41.487,"March, 30 2012 00:00:00",True,,,"B1, medium-grained, hypidiomorphic granular, plagioclase poikilitic"
168,70147,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/70147.pdf,4,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/70147,70147,,Apollo 17,ALSEP,GEOPHONE ROCK,SCB 2/10E,1.35,Basalt,Ilmenite,9.037,"March, 16 2010 00:00:00",True,,,"A, medium-grained, hypidiomorphic granular, plagioclase poikilitic"
169,70185,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/70185.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/70185,70185,,Apollo 17,ALSEP,,SCB 1/475,466.6,Basalt,Ilmenite,99.249,"September, 19 2014 00:00:00",True,,,"U, fine-grained, vesicular, intergranular"
170,70215,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/70215.pdf,17,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/70215,70215,,Apollo 17,LM,SEP,BSLSS,8110.0,Basalt,Ilmenite,90.677,"January, 21 2015 00:00:00",True,True,"70215,287; 70215,263; 70215,84; 70215,238; 70215,93; 70215,286","B, fine-grained, microporphyritic, spherulitic matrix"
171,70255,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/70255.pdf,7,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/70255,70255,,Apollo 17,LM,SEP,SCB 8/22E,277.2,Basalt,Ilmenite,97.552,"November, 26 2014 00:00:00",True,,,"A, fine-grained, olivine porphyritic, spherulitic matrix"
172,70275,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/70275.pdf,7,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/70275,70275,,Apollo 17,LM,SEP,SCB 8/23E,171.4,Basalt,Ilmenite,93.954,"December, 22 2014 00:00:00",True,,,"B2, fine-grained, olivine porphyritic, spherulitic matrix"
173,70315,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/70315.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/70315,70315,,Apollo 17,,LRV-12,SCB 5/54Y,148.6,Basalt,Ilmenite,92.882,"November, 26 2014 00:00:00",True,,,"B1, medium-grained, subophitic to glomeroporphyritic, vuggy"
174,71035,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71035.pdf,12,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71035,71035,,Apollo 17,1A,,SCB 1/476,144.8,Basalt,Ilmenite,97.596,"November, 26 2014 00:00:00",True,,,"B2, medium-grained, vuggy, intergranular, plagioclase poikilitic"
175,71036,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71036.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71036,71036,1005,Apollo 17,1A,,SCB 1/476,118.4,Basalt,Ilmenite,0.0,"August, 15 2007 00:00:00",False,,,"unclassified, medium-grained, vuggy, intergranular, unstudied, no pictures in db, frozen"
176,71037,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71037.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71037,71037,1006,Apollo 17,1A,,SCB 1/476,14.39,Basalt,Ilmenite,89.479,"July, 27 2012 00:00:00",True,,,"B, fine-grained, olivine porphyritic, vuggy, intergranular, radiate"
177,71055,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71055.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71055,71055,,Apollo 17,1A,,SCB 1/454,669.6,Basalt,Ilmenite,79.563,"August, 14 2013 00:00:00",True,,,"unclassified, fine to medium-grained, intergranular, vesicular"
178,71065,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71065.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71065,71065,1013,Apollo 17,1A,,SCB 1/456,28.83,Basalt,Ilmenite,98.335,"March, 30 2012 00:00:00",True,,,"B, fine-grained, intersertal, single vug"
179,71066,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71066.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71066,71066,1014,Apollo 17,1A,,SCB 1/456,19.96,Basalt,Ilmenite,94.354,"March, 30 2012 00:00:00",True,,,"B, fine-grained, intersertal, few vugs"
180,71069,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71069.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71069,71069,1017,Apollo 17,1A,,SCB 1/456,4.058,Basalt,Ilmenite,79.226,"March, 30 2012 00:00:00",True,,,"B2, fine-grained, intergranular, few vugs"
181,71135,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71135.pdf,9,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71135,71135,1028,Apollo 17,1A,,SCB 1/477,36.85,Basalt,Ilmenite,87.87,"September, 22 2014 00:00:00",True,,,"B, fine to medium-grained, intergranular, vuggy"
182,71136,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71136.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71136,71136,1029,Apollo 17,1A,,SCB 1/477,25.39,Basalt,Ilmenite,95.876,"September, 19 2014 00:00:00",True,,,"B, medium-grained, intergranular, radiate, vuggy"
183,71155,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71155.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71155,71155,1031,Apollo 17,1A,,SCB 1/478,26.15,Basalt,Ilmenite,87.533,"April, 01 2014 00:00:00",True,,,"B, fine-grained, intergranular, radiate, vesicular, vuggy"
184,71175,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71175.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71175,71175,,Apollo 17,1A,,SCB 1/479,207.8,Basalt,Ilmenite,98.229,"September, 19 2014 00:00:00",True,,,"A, medium-grained, subophitic to plagioclase poikilitic"
185,71505,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71505.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71505,71505,1033,Apollo 17,1A,,SCB 1/459,29.45,Basalt,Ilmenite,90.903,"March, 30 2012 00:00:00",True,,,"B, fine-grained, olivine microporphyritic, radiate"
186,71509,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71509.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71509,71509,1037,Apollo 17,1A,,SCB 1/459,1.69,Basalt,Ilmenite,79.882,"March, 30 2012 00:00:00",True,,,"C, medium-grained, plagioclase poikilitic"
187,71525,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71525.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71525,71525,1039,Apollo 17,1A,,SCB 1/457,3.9,Basalt,Ilmenite,90.0,"March, 30 2012 00:00:00",True,,,"unclassified, fine-grained, intersertal, radiate"
188,71536,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71536.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71536,71536,1045,Apollo 17,1A,,SCB 1/457,5.322,Basalt,Ilmenite,90.041,"March, 30 2012 00:00:00",True,,,"unclassified, medium-grained, subophitic to plagioclase poikilitic"
189,71537,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71537.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71537,71537,1046,Apollo 17,1A,,SCB 1/457,12.25,Basalt,Ilmenite,96.163,"March, 30 2012 00:00:00",True,,,"unclassified, fine-grained, intersertal, radiate"
190,71539,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71539.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71539,71539,1048,Apollo 17,1A,,SCB 1/457,10.9,Basalt,Ilmenite,73.266,"January, 27 2015 00:00:00",True,,,"A, fine-grained, intersertal, radiate"
191,71546,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71546.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71546,71546,1050,Apollo 17,1A,,SCB 1/457,150.7,Basalt,Ilmenite,97.883,"September, 19 2014 00:00:00",True,,,"A, fine-grained, intersertal, radiate"
192,71548,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71548.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71548,71548,1052,Apollo 17,1A,,SCB 1/457,25.46,Basalt,Ilmenite,98.35,"March, 30 2012 00:00:00",True,,,"unclassified, fine-grained intergranular"
193,71549,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71549.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71549,71549,1053,Apollo 17,1A,,SCB 1/457,7.903,Basalt,Ilmenite,94.812,"March, 30 2012 00:00:00",True,,,"unclassified, fine-grained, subophitic to plagioclase poikilitic"
194,71555,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71555.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71555,71555,1054,Apollo 17,1A,,SCB 1/457,4.547,Basalt,Ilmenite,92.303,"March, 30 2012 00:00:00",True,,,"unclassified, fine-grained, intersertal, radiate"
195,71556,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71556.pdf,10,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71556,71556,1055,Apollo 17,1A,,SCB 1/457,29.14,Basalt,Ilmenite,98.181,"March, 30 2012 00:00:00",True,,,"unclassified, fine-grained, subophitic to plagioclase poikilitic, vuggy"
196,71557,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71557.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71557,71557,1056,Apollo 17,1A,,SCB 1/457,40.35,Basalt,Ilmenite,95.071,"March, 30 2012 00:00:00",True,,,"B1, fine-grained, subophitic to plagioclase poikilitic, vuggy"
197,71559,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71559.pdf,8,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71559,71559,1058,Apollo 17,1A,,SCB 1/457,82.16,Basalt,Ilmenite,98.576,"June, 06 2013 00:00:00",True,,,"unclassified, medium-grained, subophitic, few vugs"
198,71565,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71565.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71565,71565,1059,Apollo 17,1A,,SCB 1/457,24.09,Basalt,Ilmenite,97.14,"March, 30 2012 00:00:00",True,,,"unclassified, medium-grained, plagioclase poikilitic, vuggy"
199,71566,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71566.pdf,11,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71566,71566,1060,Apollo 17,1A,,SCB 1/457,414.4,Basalt,Ilmenite,45.059,"November, 20 2014 00:00:00",True,True,"71566,4","U, medium-grained, plagioclase poikilitic, vuggy"
200,71567,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71567.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71567,71567,1061,Apollo 17,1A,,SCB 1/457,146.0,Basalt,Ilmenite,95.814,"September, 19 2014 00:00:00",True,,,"U, medium-grained, plagioclase poikilitic, vuggy"
201,71568,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71568.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71568,71568,1062,Apollo 17,1A,,SCB 1/457,10.02,Basalt,Ilmenite,94.91,"March, 30 2012 00:00:00",True,,,"unclassified, medium-grained, plagioclase poikilitic, vuggy"
202,71569,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71569.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71569,71569,1063,Apollo 17,1A,,SCB 1/457,289.6,Basalt,Ilmenite,91.025,"September, 19 2014 00:00:00",True,,,"A, fine-grained, olivine microporphyritic, radiate"
203,71576,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71576.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71576,71576,1065,Apollo 17,1A,,SCB 1/457,23.54,Basalt,Ilmenite,91.058,"March, 30 2012 00:00:00",True,,,"B2, fine-grained, olivine microporphyritic, radiate"
204,71577,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71577.pdf,9,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71577,71577,1066,Apollo 17,1A,,SCB 1/457,234.7,Basalt,Ilmenite,98.865,"September, 19 2014 00:00:00",True,,,"A, fine-grained, olivine microporphyritic, radiate"
205,71578,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71578.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71578,71578,1067,Apollo 17,1A,,SCB 1/457,353.9,Basalt,Ilmenite,99.822,"June, 06 2013 00:00:00",True,,,"unclassified, fine-grained, olivine microporphyritic, radiate, vesicular"
206,71586,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71586.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71586,71586,1070,Apollo 17,1A,,SCB 1/457,26.92,Basalt,Ilmenite,98.551,"March, 30 2012 00:00:00",True,,,"unclassified, fine-grained, olivine microporphyritic, radiate"
207,71587,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71587.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71587,71587,1071,Apollo 17,1A,,SCB 1/457,41.27,Basalt,Ilmenite,98.498,"March, 30 2012 00:00:00",True,,,"unclassified, fine-grained, olivine microporphyritic, radiate, vuggy"
208,71588,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71588.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71588,71588,1072,Apollo 17,1A,,SCB 1/457,48.98,Basalt,Ilmenite,98.469,"March, 30 2012 00:00:00",True,,,"unclassified, fine-grained, olivine microporphyritic, radiate"
209,71595,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71595.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71595,71595,1074,Apollo 17,1A,,SCB 1/457,25.21,Basalt,Ilmenite,97.342,"March, 30 2012 00:00:00",True,,,"unclassified, vitrophyric, olivine microporphyritic, radiate, vesicular"
210,71596,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71596.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71596,71596,1075,Apollo 17,1A,,SCB 1/457,61.05,Basalt,Ilmenite,97.497,"June, 06 2013 00:00:00",True,,,"unclassified, fine-grained, olivine microporphyritic, radiate, finely vesicular"
211,72155,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/72155.pdf,7,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/72155,72155,,Apollo 17,2,LRV-3,,238.5,Basalt,Ilmenite,87.849,"September, 19 2014 00:00:00",True,,,"A, fine-grained, olivine microporphyritic, intergranular, radiate"
212,74235,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/74235.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/74235,74235,1143,Apollo 17,4,,,59.04,Basalt,Ilmenite,75.698,"October, 29 2014 00:00:00",True,,,"A, very fine-grained, olivine microporphyritic, dendritic matrix"
213,74245,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/74245.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/74245,74245,,Apollo 17,4,,,64.34,Basalt,Ilmenite,92.566,"November, 26 2014 00:00:00",True,,,"C, fine-grained, olivine microporphyritic, large vesicles, aphanitic matrix"
214,74255,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/74255.pdf,8,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/74255,74255,1145,Apollo 17,4,,,737.3,Basalt,Ilmenite,58.224,"February, 19 2015 00:00:00",True,True,"74255,38; 74255,14","C, medium-grained, intergranular, radiate, vuggy"
215,74275,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/74275.pdf,15,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/74275,74275,1146,Apollo 17,4,,,1493.0,Basalt,Ilmenite,85.987,"February, 19 2015 00:00:00",True,,,"C, fine-grained, olivine microporphyritic, vugs and vesicles"
216,75015,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/75015.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/75015,75015,1147,Apollo 17,5,,,1006.0,Basalt,Ilmenite,59.884,"November, 20 2014 00:00:00",True,True,"75015,54; 75015,53","A, medium-grained, ophitic, vuggy"
217,75035,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/75035.pdf,14,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/75035,75035,1148,Apollo 17,5,,,1235.0,Basalt,Ilmenite,90.29,"March, 03 2015 00:00:00",True,,,"unclassified, fine to medium-grained, subophitic, vuggy"
218,75055,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/75055.pdf,12,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/75055,75055,1149,Apollo 17,5,,,949.4,Basalt,Ilmenite,91.144,"November, 26 2014 00:00:00",True,,,"A, fine to medium-grained, intergranular to subophitic, vuggy"
219,75075,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/75075.pdf,8,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/75075,75075,1151,Apollo 17,5,,,1008.0,Basalt,Ilmenite,88.963,"January, 26 2015 00:00:00",True,,,"B1, medium-grained, intergranular to subophitic, radiate, vuggy"
220,75085,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/75085.pdf,4,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/75085,75085,,Apollo 17,5,,,4.298,Basalt,Ilmenite,91.671,"March, 30 2012 00:00:00",True,,,"U?, medium-grained, intergranular to subophitic, vuggy"
221,76136,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/76136.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/76136,76136,1164,Apollo 17,6,LRV-10,,86.6,Basalt,Ilmenite,97.969,"September, 19 2014 00:00:00",True,,,"A, fine-grained, intergranular, radiate, vuggy"
222,76537,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/76537.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/76537,76537,1191,Apollo 17,6,,,26.48,Basalt,Ilmenite,97.13,"September, 19 2014 00:00:00",True,,,"B, fine-grained, intergranular, radiate, vuggy"
223,76539,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/76539.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/76539,76539,1193,Apollo 17,6,,,14.8,Basalt,Ilmenite,93.703,"September, 19 2014 00:00:00",True,,,"B, vitrophyre, olivine microporphyritic"
224,77516,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/77516.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/77516,77516,1223,Apollo 17,7,,,103.7,Basalt,Ilmenite,88.851,"January, 26 2015 00:00:00",True,,,"B2, fine-grained, olivine microporphyritic, radiate, few vugs"
225,77535,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/77535.pdf,8,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/77535,77535,1230,Apollo 17,7,,,577.8,Basalt,Ilmenite,99.199,"September, 19 2014 00:00:00",True,,,"U, medium-grained, intergranular to subophitic, plagioclase poikilitic, vuggy"
226,77536,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/77536.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/77536,77536,1231,Apollo 17,7,,,355.3,Basalt,Ilmenite,99.431,"June, 06 2013 00:00:00",True,,,"unclassified, medium-grained, intergranular to subophitic, plagioclase poikilitic, vuggy"
227,78135,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/78135.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/78135,78135,1237,Apollo 17,8,,,133.9,Basalt,Ilmenite,95.839,"September, 19 2014 00:00:00",True,,,U
228,78505,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/78505.pdf,10,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/78505,78505,1254,Apollo 17,8,,,506.3,Basalt,Ilmenite,93.253,"August, 12 2014 00:00:00",True,,,"unclassified, medium-grained, intergranular, plagioclase poikilitic, vuggy"
