,id,compendiumUrl,numPages,curatorApiUrl,GENERIC,SAMPLEID,MISSION,STATION,LANDMARK,BAGNUMBER,ORIGINALWEIGHT,SAMPLETYPE,SAMPLESUBTYPE,PRISTINITY,PRISTINITYDATE,HASTHINSECTION,HASDISPLAYSAMPLE,DISPLAYSAMPLENUMBER,GENERICDESCRIPTION
38,12031,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12031.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12031,12031,,Apollo 12,,HEAD CRATER,Bag 3-D ,185.0,Basalt,Pigeonite,97.177,"September, 19 2014 00:00:00",True,,,"C, medium-grained, few vugs, ilmenite, tridymite, pyroxferroite, pyroxene-feldspar intergrowths, dendritic ilmenite"
39,12035,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12035.pdf,7,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12035,12035,,Apollo 12,,BENCH CRATER,Bag 7-D ,71.0,Basalt,Olivine,48.544,"May, 27 2014 00:00:00",True,,,"C, medium to coarse-grained, many vugs, Cr-spinel, ilmenite, large olivine and pyroxene with poikilitic  plagioclase"
40,12036,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12036.pdf,4,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12036,12036,,Apollo 12,,BENCH CRATER,Bag 8-D ,75.0,Basalt,Olivine,73.007,"September, 04 2014 00:00:00",True,,,"C, medium to coarse-grained, many vugs, high K, glass intersitital, K-spar, large olivine and pyroxene with poikilitic  plagioclase, very much like 12035"
41,12038,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12038.pdf,14,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12038,12038,,Apollo 12,,BENCH CRATER,Bag 9-D ,746.0,Basalt,Feldspathic,80.5,"October, 15 2014 00:00:00",True,,,"C, medium-grained, many vugs, ilmenite, sris, chromite, Fe metal, fayalite, K-feldspar, intersertal to subophitic"
42,12039,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12039.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12039,12039,,Apollo 12,,BENCH CRATER,Bag 10-D,255.0,Basalt,Pigeonite,90.374,"January, 20 2015 00:00:00",True,,,"C, medium-grained, few vugs, ilmenite, tridymite, cristobalite, Fe metal, pyroxene phenocrysts, subophitic matrix"
43,12040,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12040.pdf,8,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12040,12040,,Apollo 12,,BENCH CRATER,Bag 10-D,319.0,Basalt,Olivine,71.111,"September, 04 2014 00:00:00",True,,,"C, medium-grained, few large vugs, ilmenite, chromite, ulvospinel, silica, small olivine, larger augite-pigeonite, elongated plagioclase"
44,12043,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12043.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12043,12043,,Apollo 12,,SURVEYOR CRATER,Bag 14-D,60.0,Basalt,Pigeonite,94.825,"December, 03 2014 00:00:00",True,,,"C, medium-grained, few vesicles, ilmenite, chromite, ulvospinel, silica, pigeonite phenocrysts, subophitic to radiate groundmass"
45,12045,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12045.pdf,4,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12045,12045,,Apollo 12,,BLOCK CRATER,Bag 15-D,63.0,Basalt,Ilmenite,83.91,"September, 25 2013 00:00:00",True,,,"C, fine-grained, vesicles & vugs, ilmenite, silica, troilite, Fe metal, olivine phenocrysts, radiate matrix"
46,12046,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12046.pdf,4,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12046,12046,,Apollo 12,,BLOCK CRATER,Bag 15-D,166.0,Basalt,Ilmenite,96.586,"December, 03 2014 00:00:00",True,,,"C, medium-grained, few vesicles, olivine, chromite, ulvospinel, ilmenite, silica, ophitic to subophitic"
47,12047,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12047.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12047,12047,,Apollo 12,,BLOCK CRATER,Bag 15-D,193.0,Basalt,Ilmenite,33.699,"December, 03 2014 00:00:00",True,True,"12047,6","C, medium-grained, few vesicles, ilmenite, silica, chromite, ulvospinel, subophitic, ilmenite and  feldspar laths"
48,12051,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12051.pdf,13,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12051,12051,,Apollo 12,,SURVEYOR CRATER,,1660.0,Basalt,Ilmenite,87.534,"February, 12 2015 00:00:00",True,,,"C, medium-grained, few vesicles & vugs, ilmenite, silica, chromite, ulvospinel, pyroxene phenocrysts, intersertal to subophitic matrix"
49,12052,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12052.pdf,14,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12052,12052,,Apollo 12,,HEAD CRATER,,1866.0,Basalt,Pigeonite,86.928,"December, 03 2014 00:00:00",True,,,"C, medium-grained, many vugs, ilmenite, chromite, ulvospinel, pyroxene  & olivine (few) phenocrysts, radiate groundmass"
50,12053,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12053.pdf,9,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12053,12053,,Apollo 12,,BENCH CRATER,,879.0,Basalt,Pigeonite,46.433,"January, 13 2015 00:00:00",True,True,"12053,93","C, medium-grained, few vesicles, ilmenite, chromite, ulvospinel, rare silica, pyroxene & olivine phenocrysts, radiate groundmass"
51,12054,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12054.pdf,10,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12054,12054,,Apollo 12,,SURVEYOR CRATER,,687.0,Basalt,Ilmenite,90.978,"January, 13 2015 00:00:00",True,,,"C, medium-grained, few vugs, maskelynite, ilmenite, chromite, ulvospinel, subophitic, equigranular, large glass splash coating"
52,12055,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12055.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12055,12055,,Apollo 12,,HEAD CRATER,,912.0,Basalt,Pigeonite,26.002,"November, 20 2014 00:00:00",True,True,"12055,35; 12055,37; 12055,32","C, medium-grained, rare vesicles, ilmenite, chromite, ulvospinel, rare olivine and silica, porphyritic, pyroxene phenocrysts, radiate to subophitic groundmass"
53,12056,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12056.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12056,12056,,Apollo 12,,SURVEYOR CRATER,,121.0,Basalt,Ilmenite,92.464,"January, 26 2015 00:00:00",True,,,"C, medium-grained, few vesicles, olivine, chromite, ulvospinel, ilmenite, silica, subophitic, equigranular, symplectite"
54,12061,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12061.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12061,12061,,Apollo 12,,,,9.5,Basalt,Ilmenite,78.232,"April, 03 2014 00:00:00",True,,,"C, medium-grained, few vesicles, olivine, chromite, ulvospinel, ilmenite, silica, ophitic to subophitic, olivine cores in pyroxene"
55,12062,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12062.pdf,4,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12062,12062,,Apollo 12,,SURVEYOR CRATER,,738.7,Basalt,Ilmenite,97.521,"December, 03 2014 00:00:00",True,,,"C, medium-grained, few vesicles, ilmenite, chromite, ulvospinel, rare silica, subophitic to ophitic"
56,12063,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12063.pdf,15,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12063,12063,,Apollo 12,,BENCH CRATER,,2426.0,Basalt,Ilmenite,86.379,"January, 27 2015 00:00:00",True,,,"C, medium-grained, rare vesicles, ilmenite, chromite, ulvospinel, rare silica, porphyritic olivine and pyroxene, symplectite"
57,12064,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12064.pdf,10,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12064,12064,,Apollo 12,,SURVEYOR CRATER,,1214.0,Basalt,Ilmenite,91.704,"March, 02 2015 00:00:00",True,,,"C, medium-grained, few vugs, ilmenite, chromite, ulvospinel, silica, subophitic to ophitic, intergrown pyroxene and plagioclase"
58,12065,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12065.pdf,11,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12065,12065,,Apollo 12,,SURVEYOR CRATER,,2109.0,Basalt,Pigeonite,64.836,"December, 03 2014 00:00:00",True,True,"12065,15","C, fine to medium-grained, rare vugs, ilmenite, chromite, ulvospinel, silica, olivine and pyroxene phenocrysts, radiate matrix"
59,12072,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12072.pdf,4,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12072,12072,,Apollo 12,,,,103.6,Basalt,Olivine,92.138,"February, 27 2014 00:00:00",True,,,"C, medium-grained, large vesicles & vugs, ilmenite, chromite, ulvospinel, silica, olivine and pyroxene phenocrysts, radiate matrix"
60,12075,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12075.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12075,12075,,Apollo 12,,,,232.5,Basalt,Olivine,79.983,"March, 04 2015 00:00:00",True,,,"C, medium-grained, many vugs, ilmenite, chromite, ulvospinel, silica, olivine and pyroxene phenocrysts, radiate to intersertal matrix"
61,12076,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12076.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12076,12076,,Apollo 12,,,,54.55,Basalt,Olivine,82.788,"March, 04 2015 00:00:00",True,,,"C, medium-grained, many vugs, ilmenite, chromite, ulvospinel, silica, olivine and pyroxene phenocrysts, radiate matrix"
62,12077,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12077.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12077,12077,,Apollo 12,,,,22.63,Basalt,Olivine,87.936,"May, 14 2012 00:00:00",True,,,"C, fine-grained, few vugs, ilmenite, chromite, ulvospinel, porphyritic olivine in matrix of radiate plagioclase and ilmenite, friable"
63,14053,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/14053.pdf,8,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/14053,14053,,Apollo 14,C2,CONE CRATER,14N,251.3,Basalt,Feldspathic,59.181,"October, 15 2014 00:00:00",True,,,
64,14071,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/14071.pdf,2,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/14071,14071,,Apollo 14,C,CONE CRATER,10N,2.16,Basalt,Unclassified,79.167,"February, 24 2011 00:00:00",True,,,Crystalline
65,14072,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/14072.pdf,7,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/14072,14072,,Apollo 14,C,CONE CRATER,10N,45.06,Basalt,Olivine,55.368,"February, 03 2015 00:00:00",True,,,
66,14073,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/14073.pdf,4,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/14073,14073,,Apollo 14,G,NORTH TRIPLET RIM,20N,10.35,Basalt,KREEP,33.623,"February, 25 2014 00:00:00",True,,,Melt Rock. Collected from bottom of trench.
67,14074,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/14074.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/14074,14074,,Apollo 14,G,NORTH TRIPLET RIM,20N,5.16,Basalt,Feldspathic,87.539,"December, 03 2014 00:00:00",True,,,Melt Rock. Collected from bottom of trench.
68,14077,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/14077.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/14077,14077,,Apollo 14,G,NORTH TRIPLET RIM,20N,2.77,Basalt,Feldspathic,82.85,"August, 15 2007 00:00:00",True,,,Crystalline. Collected from bottom of trench.
