,Unnamed: 0,id,compendiumUrl,numPages,curatorApiUrl,GENERIC,SAMPLEID,MISSION,STATION,LANDMARK,BAGNUMBER,ORIGINALWEIGHT,SAMPLETYPE,SAMPLESUBTYPE,PRISTINITY,PRISTINITYDATE,HASTHINSECTION,HASDISPLAYSAMPLE,DISPLAYSAMPLENUMBER,GENERICDESCRIPTION,SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,S,sum,Sc ppm,Cr,Co,Cu,Zn,Ga,Ge ppb,As,Se,Rb,Sr,,Nb,Mo,Ru,Rh,Pd ppb,Ag ppb,Cd ppb,In ppb,Sn ppb,Sb ppb,Te ppb,Cs ppm,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W ppb,Re ppb,Os ppb,Ir ppb,Pt ppb,Au ppb,Th ppm,U ppm
203,203,71576,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71576.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71576,71576.0,1065.0,Apollo 17,1A,,SCB 1/457,23.54,Basalt,Ilmenite,91.05799999999999,"March, 30 2012 00:00:00",True,,,"B2, fine-grained, olivine microporphyritic, radiate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,204,71577,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71577.pdf,9,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71577,71577.0,1066.0,Apollo 17,1A,,SCB 1/457,234.7,Basalt,Ilmenite,98.865,"September, 19 2014 00:00:00",True,,,"A, fine-grained, olivine microporphyritic, radiate","['75', '39.18']","['12.8', '12.04']","['8.8', '8.92']","['20.5', '18.9']","['0.26', '0.28']","['8.3', '8.15']","['10.4', '10.95']","['0.44', '0.39']","['0.07', '0.06']",['0.05'],['0.17'],[],"['79', '81']","['3147', '2805']","['20.6', '18.4']",[],[],[],[],[],[],['0.64'],['191'],,[],[],[],[],[],[],[],[],[],[],[],[],['84'],"['6.8', '6.9']","['28', '23.8']",[],"['28', '26.5']","['10.4', '11']","['2.14', '2.17']",['16.8'],['2.6'],"['18', '19.5']",[],['11.4'],[],"['9.3', '10.4']","['1.4', '1.43']","['9.2', '9.7']",['1.7'],[],[],[],[],[],[],[],[]
205,205,71578,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71578.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71578,71578.0,1067.0,Apollo 17,1A,,SCB 1/457,353.9,Basalt,Ilmenite,99.822,"June, 06 2013 00:00:00",True,,,"unclassified, fine-grained, olivine microporphyritic, radiate, vesicular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,206,71586,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71586.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71586,71586.0,1070.0,Apollo 17,1A,,SCB 1/457,26.92,Basalt,Ilmenite,98.551,"March, 30 2012 00:00:00",True,,,"unclassified, fine-grained, olivine microporphyritic, radiate",[],['10.5'],['9.2'],['19.7'],['0.25'],['8.3'],['9.3'],['0.33'],['0.044'],[],[],[],['75'],['3325'],['22'],[],[],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],['5.7'],['38'],[],[],['7.2'],['1.47'],[],['1.9'],['12'],[],[],[],['7.3'],['1.11'],['7'],['1.3'],[],[],[],[],[],[],[],[]
207,207,71587,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71587.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71587,71587.0,1071.0,Apollo 17,1A,,SCB 1/457,41.27,Basalt,Ilmenite,98.49799999999999,"March, 30 2012 00:00:00",True,,,"unclassified, fine-grained, olivine microporphyritic, radiate, vuggy",[],['12.7'],['8.7'],['19.2'],['0.24'],['7.6'],['10.3'],['0.39'],['0.05'],[],[],[],['80'],[],['20.8'],[],[],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],['5.7'],['22'],[],[],['7.6'],['1.4'],[],['1.9'],['12'],[],[],[],['6.9'],['1'],['6.2'],['1.6'],[],[],[],[],[],[],[],[]
208,208,71588,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71588.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71588,71588.0,1072.0,Apollo 17,1A,,SCB 1/457,48.98,Basalt,Ilmenite,98.469,"March, 30 2012 00:00:00",True,,,"unclassified, fine-grained, olivine microporphyritic, radiate",[],['12'],['8.4'],['19.9'],['0.244'],['8'],['10.1'],['0.35'],['0.04'],[],[],[],['79'],['2874'],['23.1'],[],[],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],['4.9'],['18'],[],[],['6.1'],['1.3'],[],['1.7'],['11'],[],[],[],['6.2'],['0.91'],['6'],['1.4'],[],[],[],[],[],[],[],[]
209,209,71595,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71595.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71595,71595.0,1074.0,Apollo 17,1A,,SCB 1/457,25.21,Basalt,Ilmenite,97.34200000000001,"March, 30 2012 00:00:00",True,,,"unclassified, vitrophyric, olivine microporphyritic, radiate, vesicular",[],['10.4'],['9.3'],['19.6'],['0.25'],['7.4'],['10.6'],['0.39'],['0.044'],[],[],[],['78'],['2846'],['18'],[],[],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],['6.4'],['29'],[],[],['6.9'],['1.43'],[],['1.8'],['12'],[],[],[],['7.5'],['1.11'],['6.5'],['1.5'],[],[],[],[],[],[],[],[]
210,210,71596,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/71596.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/71596,71596.0,1075.0,Apollo 17,1A,,SCB 1/457,61.05,Basalt,Ilmenite,97.49700000000001,"June, 06 2013 00:00:00",True,,,"unclassified, fine-grained, olivine microporphyritic, radiate, finely vesicular",[],['11'],['9.2'],['18.8'],['0.25'],['7.8'],['10.3'],['0.38'],['0.04'],[],[],[],['75'],['2737'],['20.2'],[],[],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],['5.5'],['21'],[],['20'],['7.2'],['1.5'],[],['1.8'],['11'],[],[],[],['6.5'],['0.96'],['6.3'],['1.3'],[],[],[],[],[],[],[],[]
211,211,72155,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/72155.pdf,7,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/72155,72155.0,,Apollo 17,2,LRV-3,,238.5,Basalt,Ilmenite,87.84899999999999,"September, 19 2014 00:00:00",True,,,"A, fine-grained, olivine microporphyritic, intergranular, radiate","['38.67', '38.95']","['12.32', '12.1', '12.2']","['8.64', '8', '8.54']","['18.77', '18.6', '19.4']","['0.28', '0.234', '0.25']","['8.47', '9', '8.72']","['10.69', '10.4', '10.4']","['0.4', '0.4', '0.38']","['0.063', '0.067', '0.072', '0.067']","['0.05', '0.135']",['0.15'],[],"['83', '80', '84']","['2942', '3200']","['19', '20', '19.5']",[],[],[],[],[],[],['0.609'],"['180', '195']",,['22'],[],[],[],[],[],[],[],[],[],[],[],"['78.1', '90', '85']","['6.38', '7.2', '7.08']","['22.1', '26', '27.5']",[],"['24.4', '32', '28']","['10.2', '10.2', '10.8']","['2.02', '2', '2.19', '2']",['15.6'],"['3', '2.7']","['18.3', '18', '20.5']",['4.5'],['10.8'],[],"['9.77', '10', '10.7']","['1.5', '1.44']","['8.7', '8.82']","['1.6', '1.78']",[],[],[],[],[],[],"['0.36', '0.3']","['0.13', '0.12']"
212,212,74235,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/74235.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/74235,74235.0,1143.0,Apollo 17,4,,,59.04,Basalt,Ilmenite,75.69800000000001,"October, 29 2014 00:00:00",True,,,"A, very fine-grained, olivine microporphyritic, dendritic matrix","['38.62', '39.42']","['12.17', '12.39']","['8.61', '9.21']","['19.32', '18.55']","['0.28', '0.27']","['8.35', '8.67']","['10.7', '10.85']","['0.4', '0.37']","['0.07', '0.067', '0.08']","['0.05', '0.05']",['0.15'],[],"['85', '81.4', '76']","['3490', '2906', '3216']","['23', '19', '30']","['49.6', '29']","['106', '3.7']","['3.92', '8.3']",[],[],[],"['0.6', '0.612', '1']","['199', '186', '194']",,['27'],['0.15'],[],[],[],[],[],[],[],['20'],[],[],"['83', '82.2', '405']","['6.5', '11.4']","['25.5', '22.8']",['4.35'],"['25.9', '25.3']","['10.7', '10.5']","['1.95', '2.1']","['13.9', '16.6']",['2.82'],"['18.4', '18.8']",['3.95'],"['11.1', '11.1']",['1.53'],"['11.1', '9.85', '13']",['1.42'],['8.78'],['1.79'],['80'],[],[],[],[],[],['0.36'],"['0.1', '0.126']"
213,213,74245,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/74245.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/74245,74245.0,,Apollo 17,4,,,64.34,Basalt,Ilmenite,92.566,"November, 26 2014 00:00:00",True,,,"C, fine-grained, olivine microporphyritic, large vesicles, aphanitic matrix",['38.59'],"['11.92', '11.9']","['8.72', '8.7']","['18.06', '18.4']","['0.27', '0.227']","['9.65', '11.2']","['10.59', '10.2']","['0.36', '0.355']","['0.06', '0.085']",['0.04'],['0.14'],[],,,,,,,[],[],[],,,,,,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,[],[],[],[],[],,
214,214,74255,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/74255.pdf,8,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/74255,74255.0,1145.0,Apollo 17,4,,,737.3,Basalt,Ilmenite,58.224,"February, 19 2015 00:00:00",True,True,"74255,38; 74255,14","C, medium-grained, intergranular, radiate, vuggy","['37.96', '38.4']","['12.17', '12.76']","['8.55', '8.84']","['18.11', '17.98']","['0.27', '0.28']","['10.5', '10.72']","['10.35', '10.2']","['0.36', '0.37']","['0.081', '0.08', '0.1']","['0.05', '0.06']",['0.11'],[],"['74', '62']",['4884'],"['22', '34']",['36'],['5.4'],['6.1'],[],[],[],"['1.22', '1.5']","['163', '165']",,[],[],[],[],[],[],[],[],[],[],[],[],"['71.1', '288']",['6.5'],['22.5'],[],['24.7'],['10.1'],['1.85'],['15.3'],[],['17.3'],[],['10'],[],"['8.93', '11']",['1.18'],['10'],[],[],[],[],[],[],[],['0.445'],"['0.14', '0.132']"
215,215,74275,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/74275.pdf,15,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/74275,74275.0,1146.0,Apollo 17,4,,,1493.0,Basalt,Ilmenite,85.98700000000001,"February, 19 2015 00:00:00",True,,,"C, fine-grained, olivine microporphyritic, vugs and vesicles","['38.43', '38.44', '38.73']","['12.66', '12.75', '11.71']","['8.51', '8.93', '8.4']","['18.25', '18.03', '18.29']","['0.247', '0.27', '0.241']","['10.26', '10.46', '10.16']","['10.38', '10.26', '10.08']","['0.37', '0.33', '0.37']","['0.075', '0.09', '0.08', '0.04']","['0.074', '0.06', '0.063']","['0.141', '0.14']",[],"['78', '74']","['4372', '4447', '3688']","['24', '31', '22.5']","['40', '3.5']","['5.8', '1.7']","['6.2', '3.4']",[],,[],"['1.9', '1.2', '1.22', '1.03']","['158', '152', '153', '195', '135']",,"['22.1', '19']",[],[],[],[],[],[],[],[],[],[],['53'],"['89', '67.3', '83', '73.8']","['6.33', '6.7']","['21.4', '22.1']",['4.2'],['22.8'],"['9.19', '9.76']","['1.8', '1.91']","['14.8', '14.2']",['2.5'],"['16.3', '15.8']",['3.6'],"['9.66', '9.4']",[],"['11', '8.47', '9.02']",['1.3'],['8.33'],['1.5'],['60'],['0.5'],[],[],[],['0.19'],[],['0.16']
216,216,75015,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/75015.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/75015,75015.0,1147.0,Apollo 17,5,,,1006.0,Basalt,Ilmenite,59.88399999999999,"November, 20 2014 00:00:00",True,True,"75015,54; 75015,53","A, medium-grained, ophitic, vuggy",['41.92'],"['9.56', '8.7']","['10.06', '9.9']","['18.77', '21.2']","['0.29', '0.26']","['6.2', '5.4']","['12.15', '11.6']","['0.48', '0.47']","['0.074', '0.06', '0.05']",['0.05'],['0.2'],[],"['77', '79']","['1490', '822']","['14.7', '15.2']",[],[],[],[],[],[],"['0.646', '0.65']","['215', '215']",,[],[],[],[],[],[],[],[],[],[],[],[],"['87.5', '87.5']","['6.74', '6.74', '12.2']","['23.8', '23.8']",[],"['26.5', '26.5']","['11.2', '11.2', '16.7']","['2.34', '2.34', '3.15']","['17.7', '17.7']",[],"['20.1', '20.1', '29']",[],"['12.2', '12.2']",[],"['10.8', '10.8', '15.6']","['1.62', '2.2']",['9.6'],[],[],[],[],[],[],[],[],[]
217,217,75035,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/75035.pdf,14,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/75035,75035.0,1148.0,Apollo 17,5,,,1235.0,Basalt,Ilmenite,90.29,"March, 03 2015 00:00:00",True,,,"unclassified, fine to medium-grained, subophitic, vuggy","['42.61', '42.31']","['9', '9.2', '9.59', '9.98', '8.95']","['9.9', '9.7', '10.05', '9.24', '10.3']","['18.8', '18.4', '18.08', '19.22', '18.57']","['0.236', '0.25', '0.27', '0.269', '0.262']","['7', '6.8', '6.25', '6.13', '6.28']","['11.3', '10.6', '12.53', '11.69', '12.15']","['0.42', '0.404', '0.39', '0.46', '0.53']","['0.074', '0.069', '0.08', '0.084', '0.061']","['0.06', '0.09', '0.084']","['0.14', '0.219']",[],"['76', '82', '74', '83.6']","['1512', '1070', '1780', '1608', '1416']","['16', '13.7', '18', '14.5', '19']","['3.8', '32', '3.34']","['2', '4.6', '2.1']","['4.5', '6.2', '3.95']",['20'],['1'],['0.08'],"['0.6', '0.81', '1.5']","['195', '186', '209', '223']",,"['24', '29']",[],[],[],[],[],[],[],[],[],[],"['0.04', '0.026']","['95', '81', '224', '102', '126']","['7.3', '7.6', '9.07']","['27', '20.4', '35']",['6.5'],"['30', '36.5']","['10.8', '12.9', '13.6']","['2.2', '2.25', '2.6']",['19.8'],"['3.1', '2.81', '3.8']","['20', '22.9', '24']",['4.8'],['15'],[],"['10', '10.7', '10', '13.2']","['1.5', '1.82', '1.88']","['8.7', '10', '11.2']","['1.6', '1.81', '2.01']","['0.12', '0.085']",['0.2'],[],[],[],['0.033'],"['0.3', '0.35']","['0.113', '0.149']"
218,218,75055,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/75055.pdf,12,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/75055,75055.0,1149.0,Apollo 17,5,,,949.4,Basalt,Ilmenite,91.14399999999999,"November, 26 2014 00:00:00",True,,,"A, fine to medium-grained, intergranular to subophitic, vuggy",['41.27'],"['10.17', '10.4']","['9.75', '10.77']","['18.24', '20.3', '16.8']","['0.29', '0.25']",['6.84'],"['12.3', '12.6']","['0.44', '0.46']","['0.09', '0.078']",['0.07'],['0.19'],[],"['83.3', '79']",,"['16.7', '16']",[],['7'],[],[],[],[],['0.7'],['209'],,['25'],[],[],[],[],[],[],[],[],[],[],[],[],['6'],"['49.6', '26']",[],[],['9.6'],"['2.39', '2']",[],"['3', '2.1']",[],[],[],[],['9.1'],"['1.9', '1.4']","['11.6', '11.7', '7.4']",[],[],[],[],[],[],[],['0.4'],['0.1']
219,219,75075,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/75075.pdf,8,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/75075,75075.0,1151.0,Apollo 17,5,,,1008.0,Basalt,Ilmenite,88.963,"January, 26 2015 00:00:00",True,,,"B1, medium-grained, intergranular to subophitic, radiate, vuggy","['37.64', '38.51']","['13.45', '13.33']","['8.2', '8.29']","['18.78', '18.85']","['0.28', '0.25']","['9.49', '9.68']","['10.29', '10.17']","['0.4', '0.37', '0.4']","['0.05', '0.043', '0.11', '0.052']","['0.05', '0.12']",['0.16'],[],"['82', '78.3']","['3900', '3763', '2880']","['32', '20.5']",[],['5'],['6.5'],[],[],[],"['0.5', '0.387', '1', '0.46']","['166', '131', '390', '165']",,"['21', '31']",[],[],[],[],[],[],[],[],[],[],[],"['62.4', '64.4']",['5.01'],['17.6'],[],['19.8'],['8.29'],['1.77'],['12.9'],[],['15.1'],[],['8.89'],[],"['7.4', '8.31']",['1.21'],['9.3'],[],[],[],[],[],[],[],['0.32'],['0.096']
220,220,75085,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/75085.pdf,4,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/75085,75085.0,,Apollo 17,5,,,4.298,Basalt,Ilmenite,91.671,"March, 30 2012 00:00:00",True,,,"U?, medium-grained, intergranular to subophitic, vuggy",[],"['13.1', '12.1', '13.4', '11.9']","['8.7', '8.02', '7.37', '10.4']","['18.8', '19.3', '19', '20.4']","['0.25', '0.245', '0.254', '0.255']","['9', '10.1', '9.4', '8.9']","['9.9', '9.1', '9.8', '11.8']","['0.416', '0.36', '0.34', '0.379']","['0.064', '0.09', '0.05', '0.06']",[],[],[],"['81', '80.2', '87', '87']","['3223', '3870', '3740', '2121']","['19', '23', '20', '18.9']",[],[],[],[],[],[],['0.8'],"['160', '80']",,[],[],[],[],[],[],[],[],[],[],[],"['0.15', '0.11']","['64', '91']","['7.5', '5.75', '5.76', '5.7']","['31', '26', '24']",[],"['32', '25', '22']","['11.6', '8.62', '8.78', '7.9']","['2.32', '1.91', '1.74', '1.64']",[],"['3', '2.5', '2.37']","['19', '17', '17.1', '13']",[],[],[],"['10.6', '8.54', '8.75', '7.7']","['1.54', '1.22', '1.25', '1.1']","['9.7', '8.12', '8.13']","['2.2', '1.6', '1.61']",[],[],[],[],[],[],['0.14'],"['0.15', '0.19']"
221,221,76136,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/76136.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/76136,76136.0,1164.0,Apollo 17,6,LRV-10,,86.6,Basalt,Ilmenite,97.969,"September, 19 2014 00:00:00",True,,,"A, fine-grained, intergranular, radiate, vuggy",['38.6'],['12.64'],['8.65'],['19.12'],['0.28'],['8.61'],['10.53'],['0.38'],['0.06'],['0.06'],['0.18'],[],['82'],,['18.7'],[],[],[],[],[],[],['0.67'],['190'],,[],[],[],[],[],[],[],[],[],[],[],[],['83.7'],['6.91'],['23.8'],[],['26.2'],['10.9'],['2.14'],['16.4'],[],['19.3'],[],['11.4'],[],['10.2'],['1.42'],['9.4'],[],[],[],[],[],[],[],[],[]
222,222,76537,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/76537.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/76537,76537.0,1191.0,Apollo 17,6,,,26.48,Basalt,Ilmenite,97.13,"September, 19 2014 00:00:00",True,,,"B, fine-grained, intergranular, radiate, vuggy",['38.25'],['13.05'],['8.69'],['19.6'],['0.29'],['8.01'],['10.67'],['0.4'],"['0.05', '0.05']",['0.11'],['0.15'],[],['83.7'],,['20.6'],[],[],[],[],[],[],['0.41'],['131'],,[],[],[],[],[],[],[],[],[],[],[],[],['66.6'],['6.01'],['19.4'],[],['18.9'],['7.51'],['1.51'],['11.5'],[],['13.6'],[],['8.21'],['7.61'],[],[],[],[],[],[],[],[],[],[],['0.45'],['0.13']
223,223,76539,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/76539.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/76539,76539.0,1193.0,Apollo 17,6,,,14.8,Basalt,Ilmenite,93.70299999999999,"September, 19 2014 00:00:00",True,,,"B, vitrophyre, olivine microporphyritic",['38.21'],['12.65'],['8.8'],['19.42'],['0.29'],['7.87'],['10.91'],['0.39'],"['0.052', '0.06']",['0.1'],['0.16'],[],['82'],,['20'],[],[],[],[],[],[],['0.393'],['130'],,[],[],[],[],[],[],[],[],[],[],[],[],['65'],['5.88'],['18.6'],[],['18.3'],['7.32'],['1.48'],['11.3'],[],['13.3'],[],['8.02'],[],['7.4'],[],[],[],[],[],[],[],[],[],[],[]
224,224,77516,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/77516.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/77516,77516.0,1223.0,Apollo 17,7,,,103.7,Basalt,Ilmenite,88.851,"January, 26 2015 00:00:00",True,,,"B2, fine-grained, olivine microporphyritic, radiate, few vugs",[],['13.7'],['7.8'],['20.2'],['0.245'],['9.4'],['9.4'],['0.33'],['0.04'],[],[],[],['80'],[],['24.6'],[],[],[],[],[],[],['0.34'],['110'],,[],[],[],[],[],[],[],[],[],[],[],[],[],['4.7'],['18'],[],"['18', '15.2']","['6', '6.39']",['1.25'],[],['1.6'],['10'],[],[],[],['6'],['0.91'],['6.2'],['1.4'],[],[],[],[],[],[],[],[]
225,225,77535,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/77535.pdf,8,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/77535,77535.0,1230.0,Apollo 17,7,,,577.8,Basalt,Ilmenite,99.199,"September, 19 2014 00:00:00",True,,,"U, medium-grained, intergranular to subophitic, plagioclase poikilitic, vuggy",['38.57'],"['12.39', '12.1']","['8.95', '8.6']","['18.53', '19.5']","['0.27', '0.239']","['8.85', '8.7']","['10.66', '9.8']","['0.39', '0.36']","['0.05', '0.066']",['0.04'],['0.16'],[],"['80', '79']","['2942', '3318']","['20.4', '20.5']",[],[],[],[],[],[],['0.55'],['184'],,[],[],[],[],[],[],[],[],[],[],[],[],['70.7'],"['5.24', '5.7']","['18.3', '23']",[],"['20.7', '22']","['8.7', '8.8']","['1.98', '1.94']",['13.6'],['2.4'],"['15.8', '15']",[],['9.84'],[],"['8.91', '8.1']","['1.29', '1.3']","['8.6', '8.6']",['1.6'],[],[],[],[],[],[],[],[]
226,226,77536,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/77536.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/77536,77536.0,1231.0,Apollo 17,7,,,355.3,Basalt,Ilmenite,99.431,"June, 06 2013 00:00:00",True,,,"unclassified, medium-grained, intergranular to subophitic, plagioclase poikilitic, vuggy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,227,78135,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/78135.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/78135,78135.0,1237.0,Apollo 17,8,,,133.9,Basalt,Ilmenite,95.839,"September, 19 2014 00:00:00",True,,,U,['37.98'],['12.89'],['8.38'],['19.05'],['0.27'],['8.69'],['10.71'],['0.36'],"['0.05', '0.048', '0.0525']",['0.04'],['0.18'],[],['84'],,['18.4'],[],[],[],[],[],[],['0.58'],['174'],,[],[],[],[],[],[],[],[],[],[],[],[],['74'],['5.8'],['20.2'],[],['22.4'],['9.43'],['1.93'],['14.9'],[],['17'],[],['10.5'],[],['9.21'],['1.33'],['9.3'],[],[],[],[],[],[],[],"['0.35', '0.26']","['0.11', '0.107']"
228,228,78505,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/78505.pdf,10,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/78505,78505.0,1254.0,Apollo 17,8,,,506.3,Basalt,Ilmenite,93.25299999999999,"August, 12 2014 00:00:00",True,,,"unclassified, medium-grained, intergranular, plagioclase poikilitic, vuggy",['38.55'],"['12', '12.93', '11.9', '12.3']","['10.6', '8.99', '8.8', '9.2']","['18.6', '19.36', '18', '19']","['0.227', '0.27', '0.222', '0.252']","['9.5', '9.59', '10', '8']","['9.9', '9.94', '9.7', '10.9']","['0.458', '0.39', '0.407', '0.414']","['0.07', '0.061', '0.05', '0.037', '0.04']",['0.02'],['0.16'],[],"['74', '73', '79', '89']","['2983', '3489', '3856', '2657']","['18.7', '17.6', '21', '22']",[],[],[],[],[],[],['0.44'],['175'],,[],[],[],[],[],[],[],[],[],[],[],[],['66'],"['5.9', '5.1', '3.4', '3.9']","['17.8', '13', '14']",[],"['19.6', '16', '16']","['9.4', '8.19', '6', '5.8']","['2.1', '1.85', '1.59', '1.22']",['12.9'],"['1.4', '1.3']","['15', '14.9', '10', '9']",[],[],[],"['8.9', '7.99', '5.8', '5.5']","['1.2', '1.11', '0.86', '0.8']","['8.2', '5.5', '5.1']","['1.3', '1.3']",[],[],[],[],[],[],['0.39'],['0.135']
229,229,78526,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/78526.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/78526,78526.0,1258.0,Apollo 17,8,,,8.77,Breccia,Impact Melt,63.66,"September, 19 2014 00:00:00",True,,,breccia clasts in green glass impact melt,[],"['0.8', '1.1', '1.1', '0.8']","['11.1', '10.7', '10.7', '11.1']","['17.4', '17.6', '17.6', '17.4']","['0.26', '0.28', '0.278', '0.26']","['11', '12', '12', '11']","['10', '9.7', '9.7', '10']","['0.15', '0.16', '0.16', '0.15']","['0.02', '0.02', '0.015', '0.02']",[],[],[],"['48', '51']","['5060', '7000']","['44', '45.4']",[],[],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],"['1.3', '1.2']",[],[],[],"['1.1', '1']","['0.25', '0.3']",[],"['0.27', '0.28']","['1.8', '2']",[],[],[],"['1.4', '1.4']","['0.24', '0.23']","['0.7', '0.5']","['0.05', '0.06']",[],[],[],[],[],[],[],[]
230,230,78535,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/78535.pdf,8,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/78535,78535.0,1261.0,Apollo 17,8,,,0.0,Breccia,Regolith,98.20100000000001,"June, 06 2013 00:00:00",True,,,"clast poor, dark matrix",[],['3.9'],['17.2'],['11.3'],['0.14'],['9.7'],['11.6'],['0.38'],['0.09'],[],[],[],['32'],['2053'],['30.7'],[],[],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],['8.3'],['24'],[],[],['5.9'],['1.2'],[],['1.2'],['7.2'],[],[],[],['4.7'],['0.72'],['4.4'],['0.75'],[],[],[],[],[],[],['1'],[]
231,231,78568,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/78568.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/78568,78568.0,1279.0,Apollo 17,8,,,3.57,Breccia,Regolith,92.43700000000001,"March, 30 2012 00:00:00",True,,,"clast poor, dark matrix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
